Borough,DOF Gross Floor Area,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Water Required?
Manhattan,91104,Social/Meeting Hall,91100,2012,1,100,Whole Building,Not Available,Not Available,1.1,1.2,0.2,0,2.9,29500,330.6,73972.2,21680,8.4,1.6,6.9,91100,Not Available,Not Available,2.9,No
Manhattan,153348,Residence Hall/Dormitory,144268,1986,1,100,Whole Building,Not Available,100,4.5,4.5,0,0,4.7,645900,6459,0,0,34.3,34.3,0,144268,Not Available,Not Available,4.7,No
Manhattan,202521,Library,257259,1951,1,100,Whole Building,Not Available,Not Available,0,0,0,Not Available,0,Not Available,Not Available,0,0,0,0,0,257259,Not Available,Not Available,0,Yes
Manhattan,122500,College/University,61310,1895,1,100,Another configuration,Whole Building,Not Available,52.9,52.9,15.5,Not Available,166.2,Not Available,Not Available,3245494.5,951199.9,301.2,0,301.2,61310,Not Available,Not Available,166.2,No
Manhattan,141811,College/University,168566,2001,1,100,Whole Building,Whole Building,Not Available,10.1,10.1,2.9,0,31.2,53900,539,1656867.2,485599.9,156.6,2.9,153.8,168566,2032.1,12.05,31.2,Yes
,,Residence Hall/Dormitory,76964,1894,1,100,Another configuration,Not Available,100,5.4,5.4,1.2,0,14,103300,1033,308990.7,90560,34.2,5.5,28.7,76964,Not Available,Not Available,14,
Manhattan,69800,College/University,103680,1893,1,100,Whole Building,Not Available,Not Available,56.5,55.9,16.4,Not Available,175.4,Not Available,Not Available,5860451.5,1697415.1,543.8,0,543.8,103680,943.3,9.1,177.5,No
Manhattan,125450,College/University,151070,1929,1,100,Another configuration,Not Available,Not Available,3.9,4.2,0,0,4.4,591400,6387.1,0,0,31.4,31.4,0,151070,1943.6,12.87,4.1,No
Manhattan,100628,College/University,128679,1894,1,100,Whole Building,Whole Building,Not Available,29.9,29.9,8.7,Not Available,93.7,Not Available,Not Available,3841365.6,1125839.7,356.5,0,356.5,128679,462.9,3.6,93.7,Yes
Manhattan,56684,College/University,73913,1891,1,100,Whole Building,Not Available,Not Available,35,35,10.2,Not Available,109.8,Not Available,Not Available,2584931.2,757599.9,239.9,0,239.9,73913,Not Available,Not Available,109.8,Yes
Manhattan,180000,College/University,258155,1895,1,100,Whole Building,Not Available,Not Available,11.7,11.2,3.3,Not Available,35.3,Not Available,Not Available,3009383.9,851147.6,279.3,0,279.3,258155,Not Available,Not Available,36.6,No
Manhattan,53482,College/University,60329,1906,1,100,Whole Building,Not Available,Not Available,0,0,0,0,0,168.5,1.7,0,0,0,0,0,60329,Not Available,Not Available,0,No
Manhattan,91402,College/University,124526,1901,1,100,Another configuration,Not Available,Not Available,0,0,0,Not Available,0,Not Available,Not Available,0,0,0,0,0,124526,1775.7,14.26,0,
,,College/University,90870,2011,1,100,Another configuration,Not Available,Not Available,4.8,4.8,1.4,0,14.9,6300,63,428547.2,125600,40.1,0.3,39.8,90870,Not Available,Not Available,14.9,
Manhattan,366268,College/University,262739,1896,1,100,Another configuration,Not Available,Not Available,1.5,1.5,0.5,Not Available,4.8,Not Available,Not Available,403980.8,118400,37.5,0,37.5,262739,Not Available,Not Available,4.8,No
Manhattan,366268,College/University,97711,1896,1,100,Another configuration,Not Available,Not Available,19.4,19.4,5.7,Not Available,61,Not Available,Not Available,1898982.7,556559.9,176.2,0,176.2,97711,Not Available,Not Available,61,No
Manhattan,116237,Residence Hall/Dormitory,169984,1962,1,100,Whole Building,Not Available,100,12.3,13,Not Available,0.1,13.6,2574200,27199.4,Not Available,Not Available,136.7,136.7,0,209364,Not Available,Not Available,12.9,
Manhattan,55224,College/University,69021,1896,1,100,Whole Building,Whole Building,Not Available,78.5,75.3,22.1,Not Available,236.5,Not Available,Not Available,5416890.6,1523552.7,502.7,0,502.7,69021,2538.1,36.77,246.4,No
Manhattan,179800,Residence Hall/Dormitory,182714,1929,1,100,Whole Building,Not Available,100,19.3,19.3,4.2,0,50.5,887700,8877,2639386.3,773559.8,292.1,47.2,244.9,182714,Not Available,Not Available,50.5,No
Manhattan,110447,Multifamily Housing,119090,1928,1,100,Another configuration,Whole Building,Not Available,16,17.4,1.4,0,27.7,118350,1183.5,571933.1,167624,151.1,98.1,53.1,120079,Not Available,Not Available,26.4,
,,Multifamily Housing,305587,1960,1,100,Whole Building,Not Available,1,184.3,183.7,4.8,1.7,227.4,51080100.2,510801,5240593,1481027.6,3199.4,2713.1,486.3,305587,Not Available,Not Available,229.4,
,,Hospital (General Medical & Surgical),198896,1893,2,100,Whole Building,Whole Building,19,317.6,310,29.2,0.8,554.2,17800699.6,156023,20327067.3,5814469.3,4493.9,945.5,3548.5,198896,1916545.9,9635.92,566.3,No
Manhattan,56756,Medical Office,60828,1893,1,100,Whole Building,Whole Building,77,127.6,133.4,Not Available,Not Available,160.5,Not Available,Not Available,Not Available,Not Available,515.2,0,515.2,60828,6595.4,108.43,153.5,
Manhattan,102314,Hospital (General Medical & Surgical),138068,1969,1,100,Whole Building,Whole Building,3,388.3,376.8,40.3,1.1,703,16879700.7,149851.5,19460918.5,5562886.3,3849.7,896.6,2953.2,138068,13224.2,95.78,721.5,Yes
,,College/University,515799,1848,3,100,Whole Building,Not Available,Not Available,97.7,104.8,11.8,0.3,192.9,15048437.4,165212.7,20786284.3,6092110.7,3808.5,1879.5,1929,515799,Not Available,Not Available,185.7,Yes
Bronx,192939,Residence Hall/Dormitory,200261,1924,1,100,Whole Building,Not Available,59,93.6,99.2,9.9,0.5,173.9,8996806,97764,6744127.4,1976590.4,1325.9,700.1,625.9,200261,Not Available,Not Available,168,No
Bronx,237021,Office,117060,1848,1,100,Whole Building,Not Available,Not Available,114.9,124.4,14,0.3,228.2,5083589.4,54736.1,8741110.1,2561872.5,1620.7,809.5,811.2,183559,Not Available,Not Available,218.5,
,,College/University,83366,1956,1,100,Whole Building,Not Available,Not Available,80,85.6,11.8,0.1,172.3,968041.9,10189,5301046.9,1553647.8,861.9,370,491.9,131979,Not Available,Not Available,166.7,Yes
,,Not Available,Not Available,1925,1,100,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,72000,Not Available,Not Available,Not Available,Yes
Brooklyn,70734,Residence Hall/Dormitory,40000,1925,1,100,Whole Building,Not Available,23,164.9,175.5,15.9,0,292.9,6037,63.3,4053230.9,1146228,964.6,588.4,376.1,72000,1460.7,20.29,286.4,
,,Other,338996,1909,3,100,Whole Building,Not Available,Not Available,38.2,41.7,0.6,0.4,47.9,12258800.3,134506.4,675466.8,197968,713.8,651.1,62.7,338996,Not Available,Not Available,44.2,Yes
Manhattan,59131,Multifamily Housing,54100,1939,1,100,Whole Building,Not Available,100,2.6,2.6,0.6,0,7.1,30200,302,111531.5,32688,12,1.6,10.4,54100,7874.7,145.56,7.1,Yes
Manhattan,88332,Residence Hall/Dormitory,88332,1910,1,100,Whole Building,Not Available,61,145,159.9,2.1,1.5,183.1,12136000.3,134783.5,675576,188516.6,707.3,644.6,62.7,88332,11388.6,128.93,168.3,Yes
Manhattan,178897,Multifamily Housing,188572,1909,1,100,Whole Building,Not Available,100,29.8,29.8,0.9,0,36.4,92600,926,563935.4,165280,425,372.7,52.3,188572,Not Available,Not Available,36.4,
,,Other,176351,1964,2,100,Whole Building,Not Available,Not Available,10.7,10.7,1.1,0.1,18.9,1253100,12531,641633.4,188052,126.1,66.6,59.5,176351,Not Available,Not Available,18.9,No
Manhattan,87271,Multifamily Housing,87260,1964,1,100,Whole Building,Whole Building,58,100.8,100.8,1,1,112.8,8507999.8,85080,290293,85080,478.8,451.9,26.9,87260,6990.5,80.11,112.8,
Manhattan,87979,Multifamily Housing,89091,1967,1,100,Whole Building,Whole Building,100,17.2,17.2,1.2,0.1,26.5,1177500,11775,351340.5,105215.1,95.1,62.5,32.6,89091,2659.3,29.85,26.3,Yes
,,Other,166302,1910,3,100,Whole Building,Not Available,Not Available,3.8,3.9,0.8,0,9.5,215700,2157,419914.8,125594,50.4,11.5,39,166302,Not Available,Not Available,9.3,No
Manhattan,54100,Multifamily Housing,53676,1910,1,100,Whole Building,Not Available,100,3.4,3.4,1,Not Available,10.8,Not Available,Not Available,184186.6,53982,17.1,0,17.1,53676,1757.2,32.74,10.8,Yes
Manhattan,53352,Multifamily Housing,50292,1910,1,100,Whole Building,Not Available,100,5.5,5.5,1.4,0,15.6,39900,399,235728.3,69088,24,2.1,21.9,50292,4099.9,81.52,15.6,
Manhattan,64842,Multifamily Housing,62334,1980,1,100,Whole Building,Not Available,85,78.9,78.9,1.2,0.7,91.1,4668999.9,46690,248796.2,72248.9,271.1,248,23.1,62334,3275.7,52.55,91.2,Yes
Manhattan,216559,Senior Care Community,288790,1915,3,95,Whole Building,Whole Building,66,213.4,222.2,16.8,1.6,352.6,43744973.5,465067.4,16880892.8,4839226,3964.2,2397.7,1566.5,288790,21137,73.19,346.1,Yes
,,Self-Storage Facility,83095,2009,2,100,Whole Building,Whole Building,Not Available,13.7,Not Available,Not Available,Not Available,Not Available,297980,Not Available,839552.2,Not Available,93.7,15.8,77.9,83095,0,0,35.5,Yes
Brooklyn,55884,Self-Storage Facility,55884,2009,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,55884,Not Available,Not Available,Not Available,
,,Self-Storage Facility,27211,2009,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,27211,Not Available,Not Available,Not Available,
Brooklyn,357000,College/University,357000,2000,2,100,Whole Building,Whole Building,Not Available,175.2,174.2,21.4,1,335.7,36108970.7,361089.7,26426349.3,7647969,4370.3,1917.9,2452.4,357000,Not Available,Not Available,338.6,
Brooklyn,63000,College/University,63000,1930,0,10,Whole Building,Not Available,Not Available,992.6,986.1,121,5.7,1898.5,36108970.7,361089.7,26426349.3,7624955.4,4370.3,1917.9,2452.4,63000,Not Available,Not Available,1918.9,
Bronx,540388,Strip Mall,402587,1987,4,95,Whole Building,Not Available,Not Available,145.2,149.2,28.5,0.5,359.9,25863861.5,280479.5,52472732.6,15378876.4,6243.2,1373.8,4869.5,539647,Not Available,Not Available,355.6,No
,,Retail Store,21000,2013,1,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,21000,Not Available,Not Available,Not Available,No
Bronx,540388,Bank Branch,3190,2004,1,100,Whole Building,Not Available,3,279,295.1,45.2,1.4,632.1,386555.7,4495.6,503490.5,144153.9,67.3,20.5,46.7,3190,Not Available,Not Available,622.8,No
Bronx,540388,Retail Store,50000,2004,0,90,Whole Building,Not Available,Not Available,70.8,72,18.1,0.1,204.3,437401.8,5193.5,3104421.7,902687.2,311.3,23.2,288.1,50000,Not Available,Not Available,204.1,No
Bronx,540388,Bank Branch,3800,2007,1,100,Whole Building,Not Available,45,124.1,132,23.8,0.5,308.2,163200.7,1931,308465.1,90405.9,37.3,8.7,28.6,3800,Not Available,Not Available,300,No
Brooklyn,1259938,Multifamily Housing,1385656,1965,4,100,Whole Building,Whole Building,3,175.4,174,Not Available,1.7,182.7,243056197.6,2410708.7,Not Available,Not Available,12909.9,12909.9,0,1385656,163058.3,117.68,184.2,No
Brooklyn,1800000,Multifamily Housing,1989288,1965,3,100,Whole Building,Whole Building,2,181.6,179.9,Not Available,1.8,188.9,361225620.2,3579349.9,Not Available,Not Available,19186.4,19186.4,0,1989288,82766,41.61,190.7,No
,,Hospital (General Medical & Surgical),480751,1987,3,100,Not Available,Not Available,51,218.7,218.7,29.4,1.2,439.3,56905321.8,569053.2,48224003.7,14133645.3,7497.7,3022.5,4475.2,480751,2785375.2,5793.8,439.3,
,,Office,89506,1978,1,100,Whole Building,Whole Building,80,76.4,81,10.9,0.4,162.7,3516912.5,39262.7,3325632.2,974686.9,495.4,186.8,308.6,89506,3236.1,36.15,157.9,No
,,Hospital (General Medical & Surgical),131610,1990,1,100,Whole Building,Whole Building,100,11.2,11.6,Not Available,0.1,12.1,1475294.7,15218,Not Available,Not Available,78.4,78.4,0,131610,237581.3,1805.19,11.8,Yes
,,Hospital (General Medical & Surgical),259635,1987,1,100,Whole Building,Whole Building,6,383,382.2,50.5,2.1,761.2,54524832.5,545248.3,44913159.5,13102239.3,7064,2896.1,4167.9,259635,2544573.5,9800.58,763.7,Yes
Manhattan,436115,Multifamily Housing,436115,1928,6,95,Whole Building,Whole Building,17,122.5,129.7,4.7,1.1,169.6,46177697.3,496299.8,7257526,2038135.5,3126.2,2452.7,673.5,436115,Not Available,Not Available,163.4,Yes
Manhattan,436115,Multifamily Housing,74068,1928,1,100,Whole Building,Not Available,34,94.4,100.1,3.9,0.9,132.7,5995197.2,64321.1,996260.5,287207.5,410.9,318.4,92.5,74068,Not Available,Not Available,127.2,Yes
Manhattan,436115,Multifamily Housing,84442,1928,1,100,Whole Building,Not Available,22,112,121.2,3.2,1.1,150.1,8669754.6,95103.3,980532,275487,551.5,460.5,91,86192,Not Available,Not Available,141.3,Yes
Manhattan,436115,Multifamily Housing,72806,1928,1,100,Whole Building,Not Available,43,97,102.5,4.1,0.9,137.1,5995197.2,64321.1,1070432.5,301337.5,417.8,318.4,99.3,72806,Not Available,Not Available,132.6,Yes
Manhattan,436115,Multifamily Housing,74549,1928,1,100,Whole Building,Not Available,6,105.2,111.8,4,1,146.1,6785387.7,73118.9,1056809.6,300343.9,458.5,360.4,98.1,74549,Not Available,Not Available,140.1,Yes
Manhattan,436115,Multifamily Housing,96602,1928,1,100,Whole Building,Not Available,13,123.7,123.1,5.7,1,169.9,10543342,105433.4,2033804.2,579014.4,748.7,560,188.7,101686,Not Available,Not Available,171.7,Yes
Manhattan,436115,Multifamily Housing,61782,1928,1,100,Whole Building,Not Available,1,150.6,160.6,5.1,1.4,205.4,8186833.3,88385.5,1119687.4,317998.9,538.7,434.8,103.9,61782,Not Available,Not Available,196,Yes
,,Enclosed Mall,2662400,1970,2,100,Whole Building,Whole Building,Not Available,122,Not Available,Not Available,1.2,Not Available,324774616.9,3221411,Not Available,Not Available,17250.3,17250.3,Not Available,2662400,37262,14,128.1,Yes
Brooklyn,114400,Enclosed Mall,114400,1970,1,80,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,114400,Not Available,Not Available,Not Available,Yes
Brooklyn,2548000,Enclosed Mall,2548000,1970,1,80,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,2548000,Not Available,Not Available,Not Available,Yes
Queens,749142,Multifamily Housing,735000,1953,12,100,Whole Building,Whole Building,96,35.5,34.6,7.7,0.1,91.6,5623182.4,59854.4,20492629.3,5695967.6,2200.4,298.7,1901.7,735000,45976.8,62.55,95.6,Yes
Queens,749142,Multifamily Housing,70000,1953,1,100,Whole Building,Whole Building,Not Available,Not Available,72.9,Not Available,0.7,76.5,4674307.8,51005.1,Not Available,Not Available,Not Available,Not Available,0,70000,4450.2,63.57,Not Available,Yes
Queens,749142,Multifamily Housing,17500,1953,1,100,Whole Building,Whole Building,Not Available,65.9,72,Not Available,0.7,75.5,1152992.5,12591.6,Not Available,Not Available,61.2,61.2,0,17500,1292.6,73.86,69.2,Yes
Queens,749142,Multifamily Housing,70000,1953,1,100,Whole Building,Whole Building,100,65.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,277.3,277.3,0,70000,4414.3,63.06,67.5,Yes
Queens,749142,Multifamily Housing,17500,1953,1,100,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,17500,1271.7,72.67,Not Available,Yes
Queens,749142,Multifamily Housing,70000,1953,1,100,Whole Building,Whole Building,100,64.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,273.8,273.8,0,70000,4812.2,68.75,66.8,Yes
