"","Borough","DOF.Gross.Floor.Area","Primary.Property.Type...Self.Selected","Largest.Property.Use.Type","Largest.Property.Use.Type...Gross.Floor.Area..ft..","Year.Built","Number.of.Buildings...Self.reported","Occupancy","Metered.Areas...Water.","Score","Site.EUI..kBtu.ft..","Weather.Normalized.Site.EUI..kBtu.ft..","Weather.Normalized.Site.Electricity.Intensity..kWh.ft..","Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..","Weather.Normalized.Source.EUI..kBtu.ft..","Natural.Gas.Use..kBtu.","Weather.Normalized.Site.Natural.Gas.Use..therms.","Electricity.Use...Grid.Purchase..kBtu.","Weather.Normalized.Site.Electricity..kWh.","Total.GHG.Emissions..Metric.Tons.CO2e.","Direct.GHG.Emissions..Metric.Tons.CO2e.","Indirect.GHG.Emissions..Metric.Tons.CO2e.","Property.GFA...Self.Reported..ft..","Water.Use..All.Water.Sources...kgal.","Water.Intensity..All.Water.Sources...gal.ft..","Source.EUI..kBtu.ft..","Water.Required.","building_type"
"235","Queens",236984,"Multifamily Housing","Multifamily Housing",145938,1966,1,100,"Other",66,41.8,44.2,12.5,0,135.8,217605,2194.2,5886996.5,1827689.5,557.9,11.6,546.3,145938,NA,NA,128.2,"Yes","MultiFamilyHousing"
"236","Queens",236984,"Multifamily Housing","Multifamily Housing",145938,1966,1,100,"WholeBuilding",63,42.9,45.6,12.8,0,139.5,251032.5,2533.5,6011124.8,1874776.1,571.2,13.3,557.8,145938,NA,NA,131.1,"No","MultiFamilyHousing"
"237","Brooklyn",316000,"Multifamily Housing","Multifamily Housing",316000,1953,3,95,"WholeBuilding",63,85,89.1,4.7,0.7,127.2,21684718.8,230836.1,5171985,1489364.5,1631.7,1151.8,480,316000,NA,NA,123.4,"No","MultiFamilyHousing"
"241","Staten Island",550010,"Multifamily Housing","Multifamily Housing",608360,1962,17,100,"Other",20,113.8,118.4,6.8,0.9,173,53876500.4,570461,14606591.2,4158216,4274.7,2919.2,1355.5,608360,NA,NA,169.7,"Yes","MultiFamilyHousing"
"242","Staten Island",550010,"Multifamily Housing","Multifamily Housing",534260,1962,1,100,"Other",99,28.1,27.4,7.8,0,84.3,380777.5,4408.1,14606591.2,4158216,1375.7,20.2,1355.5,534260,NA,NA,86.6,"No","MultiFamilyHousing"
"243","Staten Island",550010,"Multifamily Housing","Multifamily Housing",74100,1962,1,100,"Other",89,38.8,38.3,9,0.1,104.7,520805,5564.2,2352503.3,669750.2,246,27.7,218.3,74100,NA,NA,107.1,"No","MultiFamilyHousing"
"244","Staten Island",550010,"Multifamily Housing","Multifamily Housing",608360,1962,1,100,"Other",96,89,94.1,NA,0.9,98.8,53355695.3,564977.4,NA,NA,2891.6,2891.6,0,608360,NA,NA,93.4,"No","MultiFamilyHousing"
"245","Bronx",184087,"K-12 School","K-12 School",322505,1928,14,100,"Other",45,75.9,81.1,9.1,0.1,148.2,2904463.4,31764.9,9982738.4,2925772.9,1940.3,1013.9,926.4,322505,NA,NA,142.9,"Yes","Others"
"250","Queens",175941,"Multifamily Housing","Multifamily Housing",205264,1952,3,100,"Other",94,63.4,66.5,3,0.6,91.1,10797599.6,115521.7,2206393.7,613126.6,778.3,573.5,204.8,205264,NA,NA,89,"Yes","MultiFamilyHousing"
"252","Queens",200466,"Multifamily Housing","Multifamily Housing",233877,1950,3,100,"Other",3,34.1,34.2,3.2,0.1,57.9,1354000,13737.1,2537965.1,743834.9,610.3,374.7,235.5,233877,NA,NA,57.8,"No","MultiFamilyHousing"
"256","Queens",NA,"Multifamily Housing","Multifamily Housing",86084,1951,2,100,"Other",12,100.1,107.3,5.9,0.9,154.8,6859613.8,75029.9,1761390.4,508688.3,527.8,364.3,163.5,86084,NA,NA,147.9,"Yes","MultiFamilyHousing"
"257","Queens",115226,"Multifamily Housing","Multifamily Housing",124200,1951,3,100,"WholeBuilding",34,81,85.2,5.4,0.7,128.1,7698987.3,82774.9,2358692.8,673642.8,627.8,408.9,218.9,124200,6244.6,50.28,124.7,"Yes","MultiFamilyHousing"
"258","Queens",149406,"Multifamily Housing","Multifamily Housing",149406,1951,3,100,"WholeBuilding",23,92.2,97.5,6.5,0.8,148.5,10410703.1,112728,3366106.2,966750.1,865.3,553,312.4,149406,9798.7,65.58,143.9,"Yes","MultiFamilyHousing"
"259","Queens",109562,"Multifamily Housing","Multifamily Housing",109562,1951,2,100,"Other",20,94.7,99.7,6.3,0.8,149.7,7970789.4,85642.1,2399413.9,691109.4,646,423.4,222.7,109562,NA,NA,145.2,"No","MultiFamilyHousing"
"260","Queens",167032,"Multifamily Housing","Multifamily Housing",176032,1951,4,100,"WholeBuilding",31,87.4,87,5.9,0.7,133.5,11773070.6,117730.7,3619106.1,1039144.6,961.2,625.3,335.9,176032,NA,NA,134.8,"No","MultiFamilyHousing"
"261","Queens",103032,"Multifamily Housing","Multifamily Housing",103032,1951,2,100,"Other",55,83.9,89.7,4.7,0.7,128,6978669.2,75694.8,1668893.4,489124.6,525.5,370.7,154.9,103032,7275.5,70.61,122,"Yes","MultiFamilyHousing"
"262","Queens",161012,"Multifamily Housing","Multifamily Housing",151492,1953,3,100,"WholeBuilding",10,116.9,125.7,6,1.1,174.7,14620522.3,159479.2,3094710,907007.5,1063.8,776.6,287.2,151492,8674.7,57.26,165.5,"No","MultiFamilyHousing"
"263","Queens",159428,"Multifamily Housing","Multifamily Housing",156144,1953,3,100,"Other",7,117.5,125.2,6.2,1,175.7,14911764.4,162475.8,3427881.8,968997.7,1110.1,792,318.1,156144,NA,NA,169.2,"No","MultiFamilyHousing"
"264","Queens",152286,"Multifamily Housing","Multifamily Housing",146484,1953,3,100,"WholeBuilding",10,113.3,121.2,6.3,1,171.9,13358662.2,146203.7,3237312.4,917509.1,1010,709.5,300.4,146484,1163027.2,7939.62,165.1,"Yes","MultiFamilyHousing"
"265","Queens",NA,"Multifamily Housing","Multifamily Housing",255704,1953,5,100,"Other",8,120.3,128.5,5.7,1.1,175.5,25623358.2,278972.3,5145814.7,1453607.8,1838.5,1361,477.5,255704,12211.8,47.76,168.4,"Yes","MultiFamilyHousing"
"266","Queens",NA,"Multifamily Housing","Multifamily Housing",183912,1953,3,100,"Other",9,117.4,127.6,5.9,1.1,176.2,17801886.6,197550.8,3787638.3,1088595.4,1297,945.5,351.5,183912,11235.4,61.09,166.3,"Yes","MultiFamilyHousing"
"269","Manhattan",159090,"Multifamily Housing","Multifamily Housing",159090,1939,2,100,"WholeBuilding",45,74.5,78.1,6.3,0.6,127,8327980.1,90027.9,3516812.7,1003615.5,768.7,442.3,326.4,159090,5592.4,35.15,124.4,"Yes","MultiFamilyHousing"
"270","Manhattan",159090,"Multifamily Housing","Multifamily Housing",69545,1939,1,100,"WholeBuilding",50,73.9,73.3,7.3,0.5,128.7,3855920.1,38559.2,2023701.1,577813.9,392.6,204.8,187.8,79545,5592.4,70.31,130.8,"Yes","MultiFamilyHousing"
"271","Manhattan",159090,"Multifamily Housing","Multifamily Housing",79545,1939,1,100,"Other",52,75,80.1,5.4,0.6,122.3,4472059.9,49195.2,1493111.6,425791.9,376.1,237.5,138.6,79545,NA,NA,118,"Yes","MultiFamilyHousing"
"273","Staten Island",125240,"Retail Store","Retail Store",64296,1994,1,75,"WholeBuilding",95,29,29,8.5,0,90.9,2412,24.1,1861321.1,545521.9,172.9,0.1,172.7,32148,27280,424.29,90.9,"Yes","Others"
"274","Queens",NA,"Multifamily Housing","Multifamily Housing",70124,1952,2,100,"Other",17,103.4,111,5.9,0.9,158.7,5783570.4,63673.1,1470676.6,414618.3,443.7,307.2,136.5,70124,NA,NA,152.5,"Yes","MultiFamilyHousing"
"275","Queens",NA,"Multifamily Housing","Multifamily Housing",80568,1952,2,100,"Other",9,116.7,124.6,6.1,1,174.3,7683289.3,83653.7,1718199.8,490817.8,567.5,408.1,159.4,80568,NA,NA,167.1,"Yes","MultiFamilyHousing"
"276","Queens",NA,"Multifamily Housing","Multifamily Housing",95056,1952,2,100,"Other",79,117.4,127.2,6.2,1.1,178,9054916.5,100695.8,2103971.2,591999.5,676.2,481,195.2,95056,NA,NA,169.5,"No","MultiFamilyHousing"
"277","Queens",NA,"Multifamily Housing","Multifamily Housing",72016,1952,2,100,"Other",10,122.7,131.8,5,1.1,173.9,7571401.6,82657.9,1263577.4,359173.4,519.4,402.2,117.3,72016,NA,NA,165.5,"No","MultiFamilyHousing"
"283","Manhattan",115000,"Office","Office",69000,1947,1,100,"Other",28,95.3,95.3,27.9,0,298.9,17000,179.4,8751588.4,2564943.5,813,0.9,812.1,92000,1896.1,20.61,298.9,"No","Office"
"284","Manhattan",NA,"Multifamily Housing","Multifamily Housing",69094,1914,2,100,"WholeBuilding",100,69.9,81,3.2,0,105.5,129387.9,1293.9,783477.1,224405.4,370.4,297.7,72.7,69094,2419.8,35.02,94.9,"No","MultiFamilyHousing"
"285","Manhattan",69148,"Multifamily Housing","Multifamily Housing",69148,1914,1,100,"Other",81,56.8,56.5,4.8,0.4,93.3,2779900,27799,1147799.2,329716.3,254.2,147.7,106.5,69148,NA,NA,94.3,"No","MultiFamilyHousing"
"286","Bronx",NA,"Multifamily Housing","Multifamily Housing",249600,1960,2,95,"Other",27,98.4,105.8,5.5,0,147.4,1022440,10333.1,4924195,1385187.3,1891.7,1434.8,457,249600,NA,NA,141.5,"Yes","MultiFamilyHousing"
"287","Bronx",124778,"Multifamily Housing","Multifamily Housing",124800,1962,1,95,"Other",3,23.5,22.7,5.5,0,63,486290,4894.2,2445244.1,685623.9,252.7,25.8,226.9,124800,NA,NA,65.6,"Yes","MultiFamilyHousing"
"288","Bronx",117922,"Multifamily Housing","Multifamily Housing",124800,1960,1,95,"WholeBuilding",100,24.2,23.5,5.6,0,64.7,536150,5439.3,2478951,700209.9,258.5,28.5,230,124800,NA,NA,66.9,"Yes","MultiFamilyHousing"
"292","Bronx",119600,"Multifamily Housing","Multifamily Housing",110400,1953,2,95,"WholeBuilding",88,66.5,71.6,3.5,0.6,100.4,5952864.1,65795,1388097.1,389563.5,445,316.2,128.8,110400,2994.9,27.13,96.1,"Yes","MultiFamilyHousing"
"293","Bronx",119600,"Multifamily Housing","Multifamily Housing",55200,1953,1,95,"Other",84,70.8,76.1,3.5,0.6,104.6,3229125,35488,680881.6,191275.5,234.7,171.5,63.2,55200,NA,NA,100.2,"Yes","MultiFamilyHousing"
"294","Bronx",119600,"Multifamily Housing","Multifamily Housing",55200,1953,1,95,"Other",92,62.2,67.4,3.6,0.6,96.4,2723739.1,30427.2,707215.5,198288.4,210.3,144.7,65.6,55200,NA,NA,92,"Yes","MultiFamilyHousing"
"295","Manhattan",NA,"Multifamily Housing","Multifamily Housing",1542240,1961,2,95,"Other",95,55.8,55.3,4.6,0.1,90,14921200.9,149212,25220699.7,7159442.9,6545,4204.6,2340.5,1542240,NA,NA,91.6,"No","MultiFamilyHousing"
"296","Manhattan",846700,"Multifamily Housing","Multifamily Housing",660960,1961,1,95,"Other",3,15,15,1.9,0.1,29.2,5644399.6,56444,4253120.2,1246518.1,694.5,299.8,394.7,660960,183250.3,277.25,29.2,"Yes","MultiFamilyHousing"
"297","Manhattan",NA,"Multifamily Housing","Multifamily Housing",881280,1961,1,95,"WholeBuilding",97,34.3,33.3,6.7,0.1,82.6,9276801.3,92768,20967579.5,5884436.8,2438.5,492.7,1945.8,881280,NA,NA,85.8,"Yes","MultiFamilyHousing"
"299","Brooklyn",287000,"College/University","Retail Store",20000,2005,1,100,"Other",7,89.4,94.1,14.7,0.4,203.6,785100,8780.8,1003400.9,294080,134.8,41.7,93.1,20000,18.3,0.92,198.8,"Yes","Others"
"300","Brooklyn",287000,"Residence Hall/Dormitory","Residence Hall/Dormitory",266000,1965,1,100,"Other",56,86.2,93.6,5.2,0.8,135.1,18253599.2,202045.7,4685358.4,1373199.8,1404.3,969.5,434.8,266000,12679.5,47.67,127.4,"No","Others"
"301","Brooklyn",NA,"College/University","K-12 School",28000,1955,1,100,"Other",34,85.8,85.8,10.6,0.5,165.6,1389788,13897.9,1012094.7,296628,167.7,73.8,93.9,28000,254.3,9.08,165.6,"No","Others"
"302","Brooklyn",NA,"College/University","K-12 School",44000,1900,1,100,"Other",19,85.8,85.8,10.6,0.5,165.6,2183924.8,21839.2,1590469.6,466139.9,263.6,116,147.6,44000,85.3,1.94,165.6,"Yes","Others"
"303","Brooklyn",NA,"College/University","K-12 School",26000,1955,1,100,"Other",18,85.8,85.8,10.6,0.5,165.6,1290497.9,12905,939828.6,275448,155.8,68.5,87.2,26000,51.6,1.99,165.6,"Yes","Others"
"304","Brooklyn",291041,"College/University","K-12 School",10000,1888,1,100,"Other",4,85.8,85.8,10.6,0.5,165.6,496361,4963.6,361453.6,105936,59.9,26.4,33.5,10000,18,1.8,165.6,"Yes","Others"
"305","Brooklyn",291041,"College/University","K-12 School",40000,1887,1,100,"Other",57,85.8,85.8,10.6,0.5,165.6,1985442,19854.4,1445855.4,423755.9,239.6,105.5,134.2,40000,1122.1,28.05,165.6,"Yes","Others"
"306","Brooklyn",291041,"College/University","K-12 School",43000,1887,1,100,"Other",15,85.8,85.8,10.6,0.5,165.6,2134330.4,21343.3,1554316.1,455543.9,257.6,113.4,144.2,43000,125.3,2.91,165.6,"No","Others"
"307","Brooklyn",291041,"College/University","K-12 School",17000,1900,1,100,"Other",80,85.8,85.8,10.6,0.5,165.6,843832.9,8438.3,614487.5,180096,101.8,44.8,57,17000,37.4,2.2,165.6,"No","Others"
"308","Brooklyn",291041,"College/University","K-12 School",14000,1887,1,100,"Other",9,85.8,85.8,10.6,0.5,165.6,694947,6949.5,506067.8,148320,83.9,36.9,47,14000,29.2,2.08,165.6,"Yes","Others"
"309","Brooklyn",291041,"College/University","K-12 School",47000,1957,1,100,"Other",66,137.4,137.4,10.6,1,219.8,4758712.5,47587.1,1698889.4,497915.9,410.4,252.8,157.7,47000,486.2,10.35,219.8,"Yes","Others"
"310","Brooklyn",291041,"Residence Hall/Dormitory","Residence Hall/Dormitory",59000,1986,1,100,"Other",52,98.8,96.7,9.4,0.6,168.8,3807467.3,38074.7,2024271.5,556178.5,390.1,202.2,187.9,59000,2049.7,34.74,175.5,"Yes","Others"
"311","Brooklyn",291041,"College/University","K-12 School",8000,1900,1,100,"Other",39,85.8,85.8,10.6,0.5,165.6,397068,3970.7,289187.5,84756,47.9,21.1,26.8,8000,20.8,2.59,165.6,"Yes","Others"
"312","Brooklyn",62000,"College/University","K-12 School",72000,1920,1,100,"Other",28,74.3,74.3,7.4,0.5,130.7,3535327.1,35353.3,1814638.1,531839.9,356.2,187.8,168.4,72000,134.6,1.87,130.7,"Yes","Others"
"313","Brooklyn",62000,"College/University","K-12 School",31000,1900,1,100,"Other",25,85.8,85.8,10.6,0.5,165.6,1538677.9,15386.8,1120555.5,328416,185.7,81.7,104,31000,95.4,3.08,165.6,"Yes","Others"
"314","Brooklyn",158540,"College/University","K-12 School",109000,1975,1,100,"Other",1,119.3,124.2,18.2,0.6,259.9,6168867.2,67863.3,6834919,1979562.6,961.9,327.7,634.3,109000,1757.9,16.13,256.3,"Yes","Others"
"315","Brooklyn",158540,"Residence Hall/Dormitory","Residence Hall/Dormitory",16296,1900,1,100,"Other",72,75.7,75.7,4.4,0.6,110.8,988936,9889.4,244435.7,71640,75.2,52.5,22.7,16296,29,1.78,110.8,"Yes","Others"
"316","Brooklyn",158540,"Residence Hall/Dormitory","Residence Hall/Dormitory",16296,1900,1,100,"Other",3,16.7,16.9,3.1,0.1,40,98200,1016.9,173329.6,50800,21.3,5.2,16.1,16296,23.9,1.47,39.7,"No","Others"
"317","Brooklyn",158540,"Residence Hall/Dormitory","Residence Hall/Dormitory",22407,1900,1,100,"Other",94,58.5,58.5,1.1,0.5,69.4,1226410.9,12264.1,85470.6,25050,73.1,65.1,7.9,22407,29.9,1.34,69.4,"Yes","Others"
"322","Queens",545163,"Multifamily Housing","Multifamily Housing",545163,1968,1,100,"WholeBuilding",7,127.9,127.9,5.3,1.1,172.1,59909295.9,599093,9839866.9,2883899.7,4095.2,3182.1,913.1,545163,38482.8,70.59,172.1,"Yes","MultiFamilyHousing"
"323","Queens",545213,"Multifamily Housing","Multifamily Housing",545213,1968,1,100,"Other",38,81.3,81.3,7.7,0.6,140.3,30014780.2,300147.8,14329376.4,4199699.5,2924,1594.2,1329.8,545213,NA,NA,140.3,"Yes","MultiFamilyHousing"
"324","Manhattan",NA,"Multifamily Housing","Multifamily Housing",843963,1970,2,95,"Other",66,69.9,72.9,6,0,117.4,1643369.9,16433.7,17756043.7,5070279.7,4675.8,3028.1,1647.8,843963,NA,NA,115.5,"Yes","MultiFamilyHousing"
"325","Manhattan",370814,"Multifamily Housing","Multifamily Housing",393990,1970,1,95,"WholeBuilding",3,24.6,24.3,6.5,0,72.1,821700,8217,8867483.4,2570799.8,866.5,43.6,822.9,393990,23601,59.9,72.9,"Yes","MultiFamilyHousing"
"326","Manhattan",449973,"Multifamily Housing","Multifamily Housing",449973,1970,1,95,"WholeBuilding",99,21.6,20.9,5.6,0,61.9,821669.9,8216.7,8888560.3,2519793.7,868.5,43.6,824.9,449973,21970.3,48.83,63.9,"Yes","MultiFamilyHousing"
"327","Manhattan",NA,"Multifamily Housing","Multifamily Housing",2274380,1966,2,95,"Other",37,102.9,108.8,5.1,0.9,150.3,192748786,2081328.9,41249611.5,11506333.3,14065.8,10237.8,3828,2274380,NA,NA,145.9,"No","MultiFamilyHousing"
"328","Manhattan",756400,"Multifamily Housing","Multifamily Housing",766080,1966,1,95,"Other",3,24.4,23.9,5.8,0,66.4,3140589.8,31405.9,15576311.5,4440180.9,1612.3,166.8,1445.5,766080,NA,NA,68.1,"Yes","MultiFamilyHousing"
"329","Manhattan",1487977,"Multifamily Housing","Multifamily Housing",1508300,1966,1,95,"Other",3,20.4,19.4,4.7,0,53.8,5042100.1,50421,25673300.1,7084439.6,2650.3,267.8,2382.5,1508300,NA,NA,57,"Yes","MultiFamilyHousing"
"333","Queens",273771,"Multifamily Housing","Multifamily Housing",273771,1950,3,100,"WholeBuilding",78,55.9,55.9,5.2,0,94.3,57154.4,571.5,4863727,1425476.7,1224.3,773,451.4,273771,32561.1,118.94,94.3,"Yes","MultiFamilyHousing"
"334","Staten Island",108864,"Multifamily Housing","Multifamily Housing",114300,1984,2,100,"Other",98,36,35.6,4.7,0.2,71.1,2224099.9,22241,1888487.4,540973,293.4,118.1,175.3,114300,2522.6,22.07,72.3,"Yes","MultiFamilyHousing"
"338","Brooklyn",NA,"Multifamily Housing","Multifamily Housing",135507,1988,8,100,"WholeBuilding",30,67,71.5,5.6,0.5,115,6490099.9,71065,2587421.9,758329.9,584.8,344.7,240.1,135507,1748.3,12.9,110.2,"Yes","MultiFamilyHousing"
"346","Brooklyn",127029,"Multifamily Housing","Multifamily Housing",41366,1988,1,100,"Other",91,50.8,54.2,4,0.4,85.2,1541600,16812.6,560571.1,164294,133.9,81.9,52,41366,NA,NA,81.7,"No","MultiFamilyHousing"
"347","Brooklyn",NA,"Multifamily Housing","Multifamily Housing",2713200,1965,7,100,"Other",22,105.8,110.3,5.4,0.9,154.1,234090388.2,2494504.8,52912871,14589159.6,17344,12433.7,4910.3,2713200,NA,NA,151.8,"No","MultiFamilyHousing"
"348","Brooklyn",894000,"Multifamily Housing","Multifamily Housing",387600,1963,1,100,"Other",3,20.3,19.1,5.6,NA,59.9,NA,NA,7856114.1,2166956.5,729,0,729,387600,NA,NA,63.6,"Yes","MultiFamilyHousing"
"349","Brooklyn",894000,"Multifamily Housing","Multifamily Housing",387600,1964,1,100,"Other",3,19,17.9,5.2,NA,56.2,NA,NA,7355999.1,2032705.2,682.6,0,682.6,387600,NA,NA,59.6,"Yes","MultiFamilyHousing"
"350","Brooklyn",447000,"Multifamily Housing","Multifamily Housing",387600,1964,1,100,"WholeBuilding",3,18.1,17,5,NA,53.5,NA,NA,7031176.6,1934931,652.5,0,652.5,387600,29024.4,74.88,57,"Yes","MultiFamilyHousing"
"351","Brooklyn",751412,"Multifamily Housing","Multifamily Housing",387600,1965,1,100,"WholeBuilding",3,19.4,18.3,5.4,NA,57.4,NA,NA,7505763.3,2077475,696.5,0,696.5,387600,56667.2,146.2,60.8,"Yes","MultiFamilyHousing"
"352","Brooklyn",751412,"Multifamily Housing","Multifamily Housing",387600,1965,1,100,"Other",3,19.9,18.7,5.5,NA,58.7,NA,NA,7705251.5,2124205.4,715,0,715,387600,NA,NA,62.4,"Yes","MultiFamilyHousing"
"353","Brooklyn",758750,"Multifamily Housing","Multifamily Housing",387600,1973,1,100,"Other",3,19.7,18.6,5.5,NA,58.4,NA,NA,7633235.3,2114562,708.4,0,708.4,387600,NA,NA,61.8,"Yes","MultiFamilyHousing"
"354","Brooklyn",758750,"Multifamily Housing","Multifamily Housing",387600,1973,1,100,"WholeBuilding",3,20.2,18.9,5.5,NA,59.4,NA,NA,7825331,2147857.6,726.2,0,726.2,387600,57488,148.32,63.4,"Yes","MultiFamilyHousing"
"355","Brooklyn",NA,"Multifamily Housing","Multifamily Housing",545454,1965,12,80,"WholeBuilding",5,132.1,139.8,4.7,1.2,180.2,63075900.4,675694.5,8958310.4,2552702.1,4181.6,3350.3,831.3,545454,NA,NA,173,"Yes","MultiFamilyHousing"
"356","Brooklyn",58570,"Multifamily Housing","Multifamily Housing",58560,1949,1,100,"Other",100,65.3,69.7,2,0.6,87.2,3422189,36860.6,403933.2,115442,219.3,181.8,37.5,58560,NA,NA,83,"No","MultiFamilyHousing"
"357","Brooklyn",58570,"Multifamily Housing","Multifamily Housing",58560,1951,1,100,"Other",3,59.3,63.2,1.3,0.6,75.3,3223861,34500.6,250213.2,73333.3,194.5,171.2,23.2,58560,NA,NA,71.2,"No","MultiFamilyHousing"
"358","Brooklyn",194880,"Multifamily Housing","Multifamily Housing",194870,1900,1,100,"Other",86,79.5,83.8,3.8,0.7,114.8,12888346.1,138254.4,2595886.8,733951.4,925.5,684.6,240.9,194870,NA,NA,111.3,"No","MultiFamilyHousing"
"359","Brooklyn",97440,"Multifamily Housing","Multifamily Housing",97430,1949,1,100,"Other",94,76.1,81,2.4,0.7,102,6610423.2,71072.3,807866.5,230884.1,426.1,351.1,75,97430,NA,NA,97.3,"No","MultiFamilyHousing"
"360","Brooklyn",97440,"Multifamily Housing","Multifamily Housing",97430,1949,1,100,"Other",96,72.7,77.1,2.4,0.7,97.9,6274253.5,67266.4,807866.5,230884.1,408.2,333.3,75,97430,NA,NA,93.7,"No","MultiFamilyHousing"
"361","Brooklyn",NA,"Multifamily Housing","Multifamily Housing",194870,1951,1,100,"Other",78,84.3,88.6,4.2,0.7,122.6,13579647.6,144982.5,2841478.1,808957.3,985,721.3,263.7,194870,NA,NA,119,"No","MultiFamilyHousing"
"362","Brooklyn",97440,"Multifamily Housing","Multifamily Housing",48710,1951,1,100,"Other",97,74.9,79.8,1.5,0.7,94.5,3400178.7,36349.8,250213.2,73333.3,203.8,180.6,23.2,48710,NA,NA,89.4,"No","MultiFamilyHousing"
"363","Brooklyn",97440,"Multifamily Housing","Multifamily Housing",48710,1951,1,100,"Other",98,72.4,77.5,1.5,0.7,92.2,3278158,35270.7,250213.2,73333.3,197.3,174.1,23.2,48710,NA,NA,86.8,"No","MultiFamilyHousing"
"364","Brooklyn",169632,"Multifamily Housing","Multifamily Housing",56534,1949,1,100,"Other",99,66,70.2,1.3,0.7,82.9,3482725.5,37169.5,250213.2,73333.3,208.2,185,23.2,56534,NA,NA,78.6,"Yes","MultiFamilyHousing"
"365","Brooklyn",169632,"Multifamily Housing","Multifamily Housing",56534,1949,1,100,"Other",100,61.1,65,1.3,0.6,77.5,3202654.8,34242.9,250213.2,73333.3,193.3,170.1,23.2,56534,NA,NA,73.4,"No","MultiFamilyHousing"
"366","Brooklyn",169632,"Multifamily Housing","Multifamily Housing",56534,1949,1,100,"Other",97,70.1,74.8,1.3,0.7,87.8,3713462.9,39803,250213.2,73333.3,220.5,197.2,23.2,56534,NA,NA,82.9,"Yes","MultiFamilyHousing"
"369","Manhattan",NA,"Multifamily Housing","Multifamily Housing",666411,1921,2,100,"WholeBuilding",32,76.7,80.3,9.8,0.5,154.2,30163512.5,332973.3,24403902.9,6972958.5,3866.8,1602.1,2264.7,711091,33040.4,46.46,152.3,"No","MultiFamilyHousing"
"370","Bronx",NA,"Multifamily Housing","Multifamily Housing",352868,1968,2,95,"WholeBuilding",5,132.9,131.9,7.4,1.1,191.6,37674685.2,375953.4,9220445,2625921.2,2856.7,2001.1,855.7,352868,NA,NA,194.2,"Yes","MultiFamilyHousing"
"371","Bronx",352866,"Multifamily Housing","Multifamily Housing",176434,1968,1,100,"Other",96,37,35.4,7.5,0.1,90.5,1786352.9,17466.8,4734263.2,1318688.4,534.2,94.9,439.3,176434,NA,NA,94.9,"Yes","MultiFamilyHousing"
"372","Bronx",352866,"Multifamily Housing","Multifamily Housing",176434,1968,1,100,"Other",98,34.8,33.8,7.2,0.1,87,1653807.1,16141.3,4486181.8,1274960.1,504.2,87.8,416.3,176434,NA,NA,89.7,"Yes","MultiFamilyHousing"
"374","Bronx",228404,"Multifamily Housing","Multifamily Housing",94656,1972,1,100,"Other",48,86.4,90.5,5.9,0.7,137.3,6152710.2,66548.3,2029867,561147.4,515.2,326.8,188.4,94656,NA,NA,135.6,"Yes","MultiFamilyHousing"
"375","Bronx",228404,"Multifamily Housing","Multifamily Housing",37964,1972,1,100,"Other",30,109,115.3,7,0.9,171.1,3175487.2,34720.1,962443.3,265865.5,258,168.7,89.3,37964,NA,NA,167.4,"Yes","MultiFamilyHousing"
"376","Bronx",228404,"Multifamily Housing","Multifamily Housing",112796,1972,1,100,"Other",26,133.2,138.7,3.9,1.3,173.5,13457997.3,141370.3,1562081.8,441394,859.8,714.8,145,112796,NA,NA,168.8,"No","MultiFamilyHousing"
"377","Bronx",90900,"Multifamily Housing","Multifamily Housing",100569,1972,1,100,"Other",30,136.4,141,2.7,1.3,167.2,12628467.3,132636.3,1092761.2,269794.6,772.2,670.8,101.4,100569,NA,NA,166,"Yes","MultiFamilyHousing"
"378","Bronx",213584,"Multifamily Housing","Multifamily Housing",119786,1972,1,100,"WholeBuilding",27,131.2,136.4,3.9,1.2,171.4,14005422.8,147230.3,1705249.4,473104.6,902.1,743.9,158.2,119786,NA,NA,167.5,"Yes","MultiFamilyHousing"
